Ort;Plz;Bundesland
Schirnrod;98678;TH
Schkauditz;6712;ST
Schkeuditz;4435;SN
Schkölen;7619;TH
Schköna;6773;ST
Schkopau;6258;ST
Schkortleben;6688;ST
Schlabendorf;15926;BB
Schladen;38315;NI
Schladt;54534;RP
Schlagenthin;39307;ST
Schlagsdorf;19217;MV
Schlaitdorf;72667;BW
Schlaitz;6774;ST
Schlalach;14822;BB
Schlamau;14827;BB
Schlammersdorf;95519;BY
Schlangen;33189;NW
Schlangenbad;65388;HE
Schlanstedt;38838;ST
Schlat;73114;BW
Schlattwiesen;72147;BW
Schlauchhof;73453;BW
Schleberoda;6632;ST
Schleching;83259;BY
Schlechtenmühle;71144;BW
Schlechtsart;98663;TH
Schleesen;6785;ST
Schlegel;2788;SN
Schlegel;7366;TH
Schlegel;9661;SN
Schlehdorf;82444;BY
Schleich;54340;RP
Schleid;36419;TH
Schleid;54636;RP
Schleiden;53937;NW
Schleife;2959;SN
Schleife-Mulkwitz;2959;SN
Schleife-Rohne;2959;SN
Schleifhäusle;73453;BW
Schleifmühle;97852;BY
Schleifreisen;7629;TH
Schleifthor;97836;BY
Schleimünde;24404;SH
Schleinitz;6727;ST
Schleiz;7907;TH
Schlema;8301;SN
Schlemmin;18249;MV
Schlemmin;18320;MV
Schlenzer;14913;BB
Schlepzig;15910;BB
Schlesen;24256;SH
Schleswig;24837;SH
Schlettau;9487;SN
Schleuse;56377;RP
Schleuse Dausenau;56130;RP
Schleuse Ems;56130;RP
Schleuse Grütz;14715;BB
Schleusenow;19273;MV
Schleusingen;98553;TH
Schleusingerneundorf;98553;TH
Schlichting;25779;SH
Schlieben;4936;BB
Schliengen;79418;BW
Schlier;88281;BW
Schlierschied;55483;RP
Schliersee;83727;BY
Schlitz;36110;HE
Schlöben;7646;TH
Schlockow;18249;MV
Schloen;17192;MV
Schloß Holte-Stukenbrock;33758;NW
Schloßböckelheim;55596;RP
Schlosser;83739;BY
Schloßhof;56753;RP
Schloßhof;78730;BW
Schloßkulm;7407;TH
Schlößlesmühle;71144;BW
Schloßvippach;99195;TH
Schlotfeld;25551;SH
Schlotheim;99994;TH
Schlowe;19406;MV
Schluchsee;79859;BW
Schlüchtern;36381;HE
Schlunkendorf;14547;BB
Schlüsselfeld;96132;BY
Schmachtenhagen;16515;BB
Schmachthagen;23936;MV
Schmadebeck;18236;MV
Schmakentin;23992;MV
Schmalenberg;67718;RP
Schmalensee;24638;SH
Schmalfeld;24640;SH
Schmalfelderhof;67822;RP
Schmalkalden;98574;TH
Schmallenberg;57392;NW
Schmalstede;24241;SH
Schmalzerode;6295;ST
Schmalzmühle;91717;BY
Schmargendorf;16278;BB
Schmarsow;17129;MV
Schmatzfeld;38855;ST
Schmatzin;17390;MV
Schmedeland;24888;SH
Schmedeswurth;25724;SH
Schmeheim;98530;TH
Schmelz;66839;SL
Schmerbach;99891;TH
Schmerdorf;6667;ST
Schmergow;14550;BB
Schmerkendorf;4895;BB
Schmerwitz;14827;BB
Schmetzdorf;14715;BB
Schmidgaden;92546;BY
Schmidmühlen;92287;BY
Schmidthachenbach;55758;RP
Schmiechen;86511;BY
Schmiedeberg;1762;SN
Schmiedeberg;16278;BB
Schmiedefeld;98711;TH
Schmiedefeld;98739;TH
Schmiedehausen;99518;TH
Schmieden;7407;TH
Schmieding;83374;BY
Schmieritz;7819;TH
Schmilau;23911;SH
Schmilkendorf;6896;ST
Schmißberg;55765;RP
Schmitshausen;66484;RP
Schmitt;56825;RP
Schmitten;61389;HE
Schmittweiler;67829;RP
Schmögelsdorf;14913;BB
Schmogrow;3096;BB
Schmolde;16945;BB
Schmölen;4828;SN
Schmölln;1877;SN
Schmölln;4626;TH
Schmölln;17291;BB
Schmölz;95355;BY
Schmon;6268;ST
Schmorda;7389;TH
Schmorkau;1936;SN
Schnabelwaid;91289;BY
Schnackenburg;29493;NI
Schnackenwöhr;95515;BY
Schnaditz;4849;SN
Schnaidt;83364;BY
Schnaitsee;83530;BY
Schnaittach;91220;BY
Schnaittenbach;92253;BY
Schnakenbek;21481;SH
Schnarup-Thumby;24891;SH
Schnatzlreut;83362;BY
Schneckengrün;8527;SN
Schneckenhausen;67699;RP
Schneckenlohe;96277;BY
Schneeberg;8289;SN
Schneeberg;15848;BB
Schneeberg;63936;BY
Schneefernerhaus;82475;BY
Schnega;29465;NI
Schneidenbach;8468;SN
Schneiderkrug;49685;NI
Schneidlingen;39435;ST
Schneidmühle;56355;RP
Schneizlreuth;83458;BY
Schnelldorf;91625;BY
Schnellin;6901;ST
Schnellmannshausen;99831;TH
Schneppenbach;55608;RP
Schneverdingen;29640;NI
Schnorbach;55497;RP
Schnürpflingen;89194;BW
Schöbendorf;15837;BB
Schobüll;25875;SH
Schochen;87724;BY
Schöchleinsmühle;95490;BY
Schochwitz;6179;ST
Schoden;54441;RP
Schöffengrund;35641;HE
Schöfweg;94572;BY
Scholen;27251;NI
Schöllbronner Mühle;76359;BW
Schollbrunn;97852;BY
Schollene;14715;ST
Schöllkrippen;63825;BY
Schöllnach;94508;BY
Schöllnitz;3229;BB
Scholmunderhof;56843;RP
Scholterhaus;88400;BW
Schömberg;7570;TH
Schömberg;72355;BW
Schömberg;75328;BW
Schömerich;54314;RP
Schöna;1814;SN
Schöna;4838;SN
Schonach;78136;BW
Schönaich;71101;BW
Schöna-Kolpien;4936;BB
Schönau;66996;RP
Schönau;69250;BW
Schönau;79677;BW
Schönau;83471;BY
Schönau;84337;BY
Schönau;97659;BY
Schönau v d Walde;99894;TH
Schönau-Berzdorf;2899;SN
Schönbach;2708;SN
Schönbach;7985;TH
Schönbach;54552;RP
Schönbeck;17349;MV
Schönbek;24582;SH
Schönberg;8393;SN
Schönberg;8539;SN
Schönberg;16835;BB
Schönberg;16866;BB
Schönberg;22929;SH
Schönberg;23923;MV
Schönberg;24217;SH
Schönberg;39615;ST
Schönberg;54426;RP
Schönberg;84573;BY
Schönberg;94513;BY
Schönborn;1465;SN
Schönborn;1561;SN
Schönborn;3253;BB
Schönborn;55469;RP
Schönborn;56370;RP
Schönborn;67808;RP
Schönbornerhof;67742;RP
Schönbrunn;8485;SN
Schönbrunn;8606;SN
Schönbrunn;9429;SN
Schönbrunn;69436;BW
Schönbrunn;96185;BY
Schönbrunn;98667;TH
Schönburg;6618;ST
Schondorf;86938;BY
Schöndorf;7924;TH
Schöndorf;54316;RP
Schondra;97795;BY
Schöne Aussicht;56132;RP
Schöne Aussicht Gem Landkern;56759;RP
Schöne Aussicht Gem Masburg;56759;RP
Schönebeck;16928;BB
Schönebeck;39218;ST
Schöneberg;16278;BB
Schöneberg;55444;RP
Schöneberg;57638;RP
Schöneck;8261;SN
Schöneck;61137;HE
Schönecken;54614;RP
Schönefeld;12529;BB
Schönefeld;14547;BB
Schönefeld;14913;BB
Schöneiche;15566;BB
Schöneiche;15806;BB
Schöneicher Plan;15749;BB
Schönenberg;79677;BW
Schönenberg-Kübelberg;66901;RP
Schönerlinde;16352;BB
Schönermark;16278;BB
Schönermark;16775;BB
Schönermark;16845;BB
Schönermark;17291;BB
Schönewalde;4916;BB
Schönewerda;6556;TH
Schönewörde;29396;NI
Schönfeld;1561;SN
Schönfeld;6556;TH
Schönfeld;9488;SN
Schönfeld;16307;BB
Schönfeld;16356;BB
Schönfeld;17111;MV
Schönfeld;17291;BB
Schönfeld;19205;MV
Schönfeld;19348;BB
Schönfeld;19406;MV
Schönfeld;39524;ST
Schönfelde;15518;BB
Schönfels;8115;SN
Schönfließ;15326;BB
Schönfließ;16567;BB
Schongau;86956;BY
Schöngeising;82296;BY
Schöngleina;7646;TH
Schönhagen;14959;BB
Schönhagen;16866;BB
Schönhagen;16928;BB
Schönhagen;37318;TH
Schönhagener Mühle;16928;BB
Schönhausen;17337;MV
Schönhausen;39524;ST
Schönheide;8304;SN
Schönhof;23936;MV
Schönholz;14728;BB
Schönholz;19348;BB
Schönhorn Forsthaus;16798;BB
Schönhorst;24220;SH
Schöningen;38364;NI
Schönkirchen;24232;SH
Schönlage;19412;MV
Schönow;16306;BB
Schönow;16321;BB
Schönsee;92539;BY
Schönstedt;99947;TH
Schonstett;83137;BY
Schöntal;74214;BW
Schönteichen;1920;SN
Schonterhöhe;73312;BW
Schönthal;93488;BY
Schonungen;97453;BY
Schönwald;78141;BW
Schönwald;95173;BY
Schönwalde;14621;BB
Schönwalde;15910;BB
Schönwalde;16352;BB
Schönwalde;17309;MV
Schönwalde;23744;SH
Schönwalde;39517;ST
Schönwerder;17291;BB
Schönwolde;19205;MV
Schönwölkau;4509;SN
Schopfheim;79650;BW
Schopfloch;72296;BW
Schopfloch;91626;BY
Schopp;67707;RP
Schöppenstedt;38170;NI
Schöppingen;48624;NW
Schöps;7768;TH
Schopsdorf;39291;ST
Schöpstal;2829;SN
Schorbus;3058;BB
Schoren;78112;BW
Schörghof;82362;BY
Schorlenberg;67677;RP
Schorndorf;73614;BW
Schorndorf;93489;BY
Schornsheim;55288;RP
Schorstedt;39606;ST
Schortens;26419;NI
Schortewitz;6369;ST
Schossin;19073;MV
Schotten;63679;HE
Schottersmühle;91344;BY
Schraden;4928;BB
Schramberg;78713;BW
Schrampe;39619;ST
Schrapfendorf;99831;TH
Schraplau;6279;ST
Schrebitz;1665;SN
Schrecksbach;34637;HE
Schrenz;6780;ST
Schrepkow;16866;BB
Schrepperie;24402;SH
Schretstaken;21493;SH
Schreyerhof;74394;BW
Schriesheim;69198;BW
Schrobenhausen;86529;BY
Schrozberg;74575;BW
Schrum;25782;SH
Schuby;24850;SH
Schuckmannshöhe;17328;MV
Schuhegg;83367;BY
Schuhlen-Wiese;15910;BB
Schuld;53520;RP
Schulenberg;18334;MV
Schulenberg;38707;NI
Schulenbrook;23972;MV
Schulendorf;21516;SH
Schülldorf;24790;SH
Schüller;54586;RP
Schülp;24589;SH
Schülp;24813;SH
Schülp;25764;SH
Schülperneuensiel;25764;SH
Schulzendorf;15732;BB
Schulzendorf;16775;BB
Schummhof;74564;BW
Schünow;15806;BB
Schürdt;57632;RP
Schürensöhlen;23847;SH
Schurrenhof;73072;BW
Schuttertal;77978;BW
Schutterwald;77746;BW
Schüttorf;48465;NI
Schutz;54570;RP
Schütz;83364;BY
Schutzbach;57520;RP
Schützberg;6917;ST
Schützenhof;73116;BW
Schwaan;18258;MV
Schwaara;7554;TH
Schwabach;91126;BY
Schwabbruck;86986;BY
Schwabeck;14913;BB
Schwabenheim;55270;RP
Schwaberow;19230;MV
Schwabert;54673;RP
Schwabhausen;85247;BY
Schwabhausen;99869;TH
Schwäbisch Gmünd;73525;BW
Schwäbisch Gmünd;73527;BW
Schwäbisch Gmünd;73529;BW
Schwäbisch Hall;74523;BW
Schwabmünchen;86830;BY
Schwabsoien;86987;BY
Schwabstedt;25876;SH
Schwaförden;27252;NI
Schwaig;90571;BY
Schwaigen;82445;BY
Schwaigern;74193;BW
Schwaikheim;71409;BW
Schwalbach;65824;HE
Schwalbach;66773;SL
Schwalberhof;56332;RP
Schwall;56281;RP
Schwallungen;98590;TH
Schwalmstadt;34613;HE
Schwalmtal;36318;HE
Schwalmtal;41366;NW
Schwammgraben;83364;BY
Schwanau;77963;BW
Schwanbeck;17099;MV
Schwandorf;92421;BY
Schwanebeck;14806;BB
Schwanebeck;16341;BB
Schwanebeck;39397;ST
Schwaneberg;17291;BB
Schwaneberg;39171;ST
Schwanefeld;39343;ST
Schwanenmühle;66851;RP
Schwanensee;19339;BB
Schwanewede;28790;NI
Schwanfeld;97523;BY
Schwangau;87645;BY
Schwanheide;19258;MV
Schwanheim;76848;RP
Schwanow;16831;BB
Schwansee;99195;TH
Schwanstetten;90596;BY
Schwante;16727;BB
Schwarme;27327;NI
Schwarmstedt;29690;NI
Schwartbuck;24257;SH
Schwarz;17252;MV
Schwarz;39240;ST
Schwarza;98547;TH
Schwarzach;74869;BW
Schwarzach;92548;BY
Schwarzach;94374;BY
Schwarzach;97359;BY
Schwarzbach;1945;BB
Schwarzbach;7589;TH
Schwarzbach;9306;SN
Schwarzbach;54597;RP
Schwarzbach;98673;TH
Schwarzburg;7427;TH
Schwarze Pumpe;3139;BB
Schwarzen;55481;RP
Schwarzenbach;92720;BY
Schwarzenbach a d Saale;95126;BY
Schwarzenbach a Wald;95131;BY
Schwarzenbek;21493;SH
Schwarzenberg;8340;SN
Schwarzenberg;83364;BY
Schwarzenborn;34639;HE
Schwarzenborn;54533;RP
Schwarzenbruck;90592;BY
Schwarzenfeld;92521;BY
Schwarzengraben;67813;RP
Schwarzenhof b Groß Gievitz;17192;MV
Schwarzerden;55629;RP
Schwarzhausen;99891;TH
Schwarzheide;1987;BB
Schwarzhofen;92447;BY
Schwarzholz;39596;ST
Schwarzhöring;94565;BY
Schwebheim;97525;BY
Schwechow;19230;MV
Schwedelbach;67685;RP
Schwedeneck;24229;SH
Schwedt;16303;BB
Schwegenheim;67365;RP
Schweich;54338;RP
Schweickershausen;98663;TH
Schweigen-Rechtenbach;76889;RP
Schweighausen;56377;RP
Schweighofen;76889;RP
Schweiler;54608;RP
Schweina;36448;TH
Schweinbach;7338;TH
Schweindorf;26556;NI
Schweinfurt;97421;BY
Schweinfurt;97422;BY
Schweinfurt;97424;BY
Schweinfurter Haus;97647;BY
Schweinitz;6928;ST
Schweinitz;39279;ST
Schweinrich;16909;BB
Schweinschied;67744;RP
Schweisweiler;67808;RP
Schweitenkirchen;85301;BY
Schweix;66957;RP
Schwellhäusl;94227;BY
Schwelm;58332;NW
Schweltholm;24407;SH
Schwemsal;6774;ST
Schwenda;6547;ST
Schwendi;88477;BW
Schwenkenhof;72290;BW
Schwenningen;72477;BW
Schwenningen;89443;BY
Schwepnitz;1936;SN
Schweppenhausen;55444;RP
Schwerbach;55624;RP
Schwerborn;99195;TH
Schwerin;15755;BB
Schwerin;15859;BB
Schwerin;19053;MV
Schwerin;19055;MV
Schwerin;19057;MV
Schwerin;19059;MV
Schwerin;19061;MV
Schwerin;19063;MV
Schweringen;27333;NI
Schweringen Ziegelei;27324;NI
Schwerinsburg;17398;MV
Schwerinsdorf;26835;NI
Schwerstedt;99439;TH
Schwerstedt;99634;TH
Schwerte;58239;NW
Schwerz;6188;ST
Schwerzko;15898;BB
Schwesing;25813;SH
Schwetzingen;68723;BW
Schwichtenberg;17099;MV
Schwickershausen;98631;TH
Schwieberdingen;71701;BW
Schwienau;29593;NI
Schwiesau;39638;ST
Schwifting;86940;BY
Schwindegg;84419;BY
Schwinkendorf;17139;MV
Schwirzheim;54597;RP
Schwissel;23795;SH
Schwittersdorf;6295;ST
Schwittschau;24887;SH
Schwobfeld;37318;TH
Schwollen;55767;RP
Schwörstadt;79739;BW
Schwülper;38179;NI
Sebnitz;1855;SN
Sechzehneichen;16866;BB
Seck;56479;RP
Seckach;74743;BW
Seddin;19348;BB
Seddiner See;14554;BB
Sedlitz;1968;BB
Seebach;77889;BW
Seebach;99846;TH
Seebad Ahlbeck;17419;MV
Seebad Bansin;17429;MV
Seebad Heringsdorf;17424;MV
Seebeck;16835;BB
Seebenau;29413;ST
Seebergen;99869;TH
Seebruck;83358;BY
Seeburg;6317;ST
Seeburg;14476;BB
Seeburg;37136;NI
Seedorf;23823;SH
Seedorf;23883;SH
Seedorf;27404;NI
Seefeld;16356;BB
Seefeld;16928;BB
Seefeld;23936;MV
Seefeld;25557;SH
Seefeld;82229;BY
Seeg;87637;BY
Seega;6567;TH
Seegrehna;6888;ST
Seehaus;95686;BY
Seehausen;6567;TH
Seehausen;14913;BB
Seehausen;17291;BB
Seehausen;39365;ST
Seehausen;39615;ST
Seehausen;82418;BY
Seeheim-Jugenheim;64342;HE
Seehof;19069;MV
Seekirch;88422;BW
Seelbach;56377;RP
Seelbach;57577;RP
Seelbach;57632;RP
Seelbach;77960;BW
Seeleiten;83552;BY
Seelen;67744;RP
Seelensdorf;14798;BB
Seelingstädt;7580;TH
Seelitz;9306;SN
Seelow;15306;BB
Seelze;30926;NI
Seeon;83370;BY
Seepoint;84036;BY
Seerhausen;1594;SN
Seesbach;55629;RP
Seesen;38723;NI
Seeshaupt;82402;BY
Seester;25370;SH
Seestermühe;25371;SH
Seeth;25878;SH
Seeth-Ekholt;25337;SH
Seethen;39638;ST
Seetz;19357;BB
Seevetal;21217;NI
Seevetal;21218;NI
Seevetal;21220;NI
Seewald;72297;BW
Seewiesen;82319;BY
Seffern;54636;RP
Sefferweich;54636;RP
Segeletz;16845;BB
Segeletz Bahnhof;16845;BB
Seggebruch;31691;NI
Seggerde;39356;ST
Segnitz;97340;BY
Sehestedt;24814;SH
Sehlde;38279;NI
Sehlem;31196;NI
Sehlem;54518;RP
Sehlen;18528;MV
Sehmatal-Cranzahl;9465;SN
Sehmatal-Neudorf;9465;SN
Sehmatal-Sehma;9465;SN
Sehnde;31319;NI
Seibersbach;55444;RP
Seibis;7366;TH
Seidewitz;4668;SN
Seidingstadt;98646;TH
Seifartsdorf;7613;TH
Seifen;57632;RP
Seifhennersdorf;2782;SN
Seilershof;16775;BB
Seinsfeld;54655;RP
Seinsheim;97342;BY
Seisla;7389;TH
Seitenroda;7768;TH
Seitershof;66917;RP
Seitingen-Oberflacht;78606;BW
Seiwerath;54597;RP
Selb;95100;BY
Selbach;57537;RP
Selbelang;14641;BB
Selben;4509;SN
Selberting;83379;BY
Selbitz;6773;ST
Selbitz;95152;BY
Selchenbach;66871;RP
Selchow;15831;BB
Selchow;15859;BB
Selent;24238;SH
Selfkant;52538;NW
Seligenstadt;63500;HE
Seligweiler;89081;BY
Selk;24884;SH
Sellendorf;15938;BB
Sellerich;54608;RP
Sellessen;3130;BB
Sellin;18586;MV
Sellin;23992;MV
Selm;59379;NW
Selmsdorf;23923;MV
Selow;18246;MV
Selpin;18195;MV
Selsingen;27446;NI
Seltendorf;96528;TH
Selters;56242;RP
Selters;65618;HE
Selzen;55278;RP
Sembach;67681;RP
Semlow;18334;MV
Semmenstedt;38327;NI
Semmerin;19300;MV
Senden;48308;NW
Senden;89250;BY
Sendenhorst;48324;NW
Senftenberg;1968;BB
Senftenhütte;16230;BB
Sengenthal;92369;BY
Sengerich;54619;RP
Senheim;56820;RP
Sennewitz;6193;ST
Sennfeld;97526;BY
Sennhütte;36166;HE
Sensbachtal;64759;HE
Senscheid;53520;RP
Senst;6869;ST
Sensweiler;55758;RP
Senzig;15754;BB
Senzke;14662;BB
Serba;7616;TH
Sereetz;23611;SH
Sereetzerfeld;23611;SH
Sergen;3058;BB
Serno;6862;ST
Sernow;14913;BB
Serrig;54455;RP
Sersheim;74372;BW
Serwest;16230;BB
Sessenbach;56237;RP
Sessenhausen;56244;RP
Seßlach;96145;BY
Seth;23845;SH
Settin;19089;MV
Setzin;19230;MV
Setzingen;89129;BW
Setzsteig;14827;BB
Seubersdorf;92358;BY
Seukendorf;90556;BY
Seulingen;37136;NI
Seupahn;9306;SN
Sevenig;54617;RP
Sevenig;54673;RP
Severin;19374;MV
Sewekow;16909;BB
Sexau;79350;BW
Seybothenreuth;95517;BY
Seyda;6918;ST
Sibbesse;31079;NI
Sichau;39649;ST
Sickerode;37308;TH
Sickingerhof;67699;RP
Sickte;38173;NI
Siebeldingen;76833;RP
Siebenbach;56729;RP
Siebenbäumen;23847;SH
Siebeneichen;21514;SH
Siebenlehn;9634;SN
Siebigerode;6308;ST
Siedenbollentin;17089;MV
Siedenbrünzow;17111;MV
Siedenburg;27254;NI
Siedenheide;17252;MV
Siedenlangenbeck;29416;ST
Siedlung Bergheide;14552;BB
Siefersheim;55599;RP
Siegadel;15913;BB
Siegbach;35768;HE
Siegburg;53721;NW
Siegelhausen;71563;BW
Siegelsbach;74936;BW
Siegen;57072;NW
Siegen;57074;NW
Siegen;57076;NW
Siegen;57078;NW
Siegen;57080;NW
Siegenburg;93354;BY
Siegmundsburg;98749;TH
Siegsdorf;83313;BY
Siek;22962;SH
Sielbek;23611;SH
Sielenbach;86577;BY
Siemerode;37308;TH
Sien;55758;RP
Sienhachenbach;55758;RP
Sierksdorf;23730;SH
Sierksrade;23847;SH
Sierscheid;53520;RP
Siershahn;56427;RP
Siersleben;6308;ST
Siesbach;55767;RP
Siestedt;39356;ST
Siethen;14974;BB
Sietow;17209;MV
Sietzing;15324;BB
Sietzsch;6188;ST
Sieversdorf;15236;BB
Sieversdorf;16845;BB
Sievershagen;23936;MV
Sievershütten;24641;SH
Sieverstedt;24885;SH
Siewisch;3116;BB
Siezbüttel;25560;SH
Siggelkow;19376;MV
Sigmaringen;72488;BW
Sigmaringendorf;72517;BW
Sigmarszell;88138;BY
Sigrön;19336;BB
Silberfeld;7937;TH
Silberhälden;71732;BW
Silberhaus;95615;BY
Silberhausen;37351;TH
Silberstedt;24887;SH
Silberstraße;8121;SN
Silbertal;67157;RP
Silbitz;7613;TH
Silkerode;37345;TH
Silz;17214;MV
Silz;76857;RP
Silzen;25551;SH
Simbach;84359;BY
Simbach;94436;BY
Simmelsdorf;91245;BY
Simmerath;52152;NW
Simmern;55469;RP
Simmern;56337;RP
Simmersdorf;3149;BB
Simmersfeld;72226;BW
Simmershofen;97215;BY
Simmertal;55618;RP
Simmozheim;75397;BW
Simonsberg;25813;SH
Simonshagen;19348;BB
Simonshof;19357;BB
Simonshof;67806;RP
Simonswald;79263;BW
Sindelfingen;71063;BW
Sindelfingen;71065;BW
Sindelfingen;71067;BW
Sindelfingen;71069;BW
Sindelsdorf;82404;BY
Singen;78224;BW
Singen;99326;TH
Singhofen;56379;RP
Sinn;35764;HE
Sinntal;36391;HE
Sinsheim;74889;BW
Sinspelt;54675;RP
Sinzendorf;93449;BY
Sinzheim;76547;BW
Sinzig;53489;RP
Sinzing;93161;BY
Sippersfeld;67729;RP
Sipplingen;78354;BW
Siptenfelde;6507;ST
Sirksfelde;23898;SH
Sittensen;27419;NI
Sitters;67823;RP
Sitzendorf;7429;TH
Sixenhof;73563;BW
Skäßchen;1561;SN
Skaup;1561;SN
Skoplau;4680;SN
Söchtenau;83139;BY
Soderstorf;21388;NI
Soest;59494;NW
Sögel;49751;NI
Sohl;56588;RP
Sohland;2689;SN
Sohland;2894;SN
Söhlde;31185;NI
Sohnstedt;99198;TH
Sohren;55487;RP
Söhren;23909;SH
Söhrewald;34320;HE
Sohrschied;55487;RP
Sölden;79294;BW
Söldenham;94565;BY
Solikante;15324;BB
Solingen;42651;NW
Solingen;42653;NW
Solingen;42655;NW
Solingen;42657;NW
Solingen;42659;NW
Solingen;42697;NW
Solingen;42699;NW
Solingen;42719;NW
Solkwitz;7381;TH
Söllenthin;19339;BB
Sollerup;24852;SH
Söllichau;6774;ST
Söllingen;38387;NI
Sollstedt;99759;TH
Sollstedt;99976;TH
Sollwitt;25884;SH
Solms;35606;HE
Solnhofen;91807;BY
Solpke;39638;ST
Solsdorf;7422;TH
Soltau;29614;NI
Soltendieck;29594;NI
Soltow;19273;MV
Sommerach;97334;BY
Sommerau;54317;RP
Sömmerda;99610;TH
Sommerfeld;16766;BB
Sommerhausen;97286;BY
Sommerkahl;63825;BY
Sommerland;25358;SH
Sommerloch;55595;RP
Sommersdorf;17111;MV
Sommersdorf;17328;MV
Sommersdorf;39365;ST
Sonderhof;87782;BY
Sonderhofen;97255;BY
Sondershausen;99706;TH
Sondheim;97647;BY
Sonneberg;96515;TH
Sonneborn;99869;TH
Sönnebüll;25821;SH
Sonnefeld;96242;BY
Sonnen;94164;BY
Sonnenberg;16775;BB
Sonnenberg-Winnenberg;55767;RP
Sonnenbühl;72820;BW
Sonnenhof;70378;BW
Sonnenreuth;83739;BY
Sonnewalde;3249;BB
Sonnschied;55758;RP
Sonsbeck;47665;NW
Sontheim;87776;BY
Sontheim;89567;BW
Sonthofen;87527;BY
Sontra;36205;HE
Sophienhamm;24806;SH
Sophienholz;18239;MV
Sophienstädt;16348;BB
Sophienthal;15324;BB
Sophienthal;98646;TH
Sören;24241;SH
Sorgbrück;24806;SH
Sorge;38875;ST
Sörgenloch;55270;RP
Sornzig-Ablaß;4769;SN
Sörth;57636;RP
Sörup;24966;SH
Sosa;8326;SN
Sosberg;56858;RP
Sössen;6686;ST
Sotterhausen;6528;ST
Sottrum;27367;NI
Soyen;83564;BY
Spaatz;14715;BB
Spabrücken;55595;RP
Spahl;36419;TH
Spahnharrenstätte;49751;NI
Spaichingen;78549;BW
Spall;55595;RP
Spalt;91174;BY
Spaltenhof;25813;SH
Spangdahlem;54529;RP
Spangenberg;34286;HE
Spantekow;17392;MV
Spardorf;91080;BY
Sparneck;95234;BY
Spatzenhausen;82447;BY
Spay;56322;RP
Spechbach;74937;BW
Spechtsbrunn;98743;TH
Speicher;54662;RP
Speichersdorf;95469;BY
Speichrow;15848;BB
Speinshart;92676;BY
Spelle;48480;NI
Spenge;32139;NW
Sperenberg;15838;BB
Spergau;6237;ST
Sperrhof;73489;BW
Spesenroth;56288;RP
Spessart;56746;RP
Speyer;67346;RP
Spickendorf;6188;ST
Spiegelau;94518;BY
Spiegelberg;71579;BW
Spiegelhagen;19348;BB
Spiekeroog;26474;NI
Spielberg;6628;ST
Spielberg;85655;BY
Spielmannsholz;54619;RP
Spiesen-Elversberg;66583;SL
Spiesheim;55288;RP
Spirkelbach;76848;RP
Spitalhaus;93149;BY
Spittenreut;83364;BY
Spittersberg;83552;BY
Spitzau Gem Attenhofen;84076;BY
Spitzkunnersdorf;2794;SN
Splietsdorf;18513;MV
Sponheim;55595;RP
Sponholz;17039;MV
Spora;6724;ST
Spören;6780;ST
Spornitz;19372;MV
Spraitbach;73565;BW
Sprakebüll;25917;SH
Sprakensehl;29365;NI
Spree;2923;SN
Spreeau;15528;BB
Spreenhagen;15528;BB
Spreetal;2979;SN
Spreewitz;2979;SN
Spreiterhof;67806;RP
Spremberg;3130;BB
Sprendlingen;55576;RP
Spring;14827;BB
Springe;31832;NI
Springhoe;25551;SH
Springstille;98587;TH
Sprink;54558;RP
Spritzenmühle;63928;BW
Sprockhövel;45549;NW
Sprötau;99610;TH
Sprotta;4838;SN
Sprung;83364;BY
Sputendorf;14532;BB
St Alban;67813;RP
St Gangloff;7629;TH
St Georgen;83368;BY
St Johann;55578;RP
St Katharinen;53562;RP
St Leonhard;83329;BY
St Martin;67487;RP
St Oswald;94568;BY
St Ottilien;86941;BY
St. Andreasberg;37444;NI
St. Annen;25776;SH
St. Bernhard;98660;TH
St. Blasien;79837;BW
St. Egidien;9356;SN
St. Georgen;78112;BW
St. Goar;56329;RP
St. Goarshausen;56346;RP
St. Ingbert;66386;SL
St. Johann;72813;BW
St. Kilian;98553;TH
St. Leon-Rot;68789;BW
St. Märgen;79274;BW
St. Michaelisdonn;25693;SH
St. Peter;79271;BW
St. Wendel;66606;SL
Staakow;15910;BB
Staats;39599;ST
Stäbelow;18198;MV
Staben;18317;MV
Stabhammer;8309;SN
Stackelitz;6862;ST
Stade;21680;NI
Stade;21682;NI
Stade;21683;NI
Stade;21684;NI
Stadecken-Elsheim;55271;RP
Stadelhofen;96187;BY
Stadensen;29596;NI
Stadl;83364;BY
Stadland;26935;NI
Stadland;26936;NI
Stadland;26937;NI
Stadlern;92549;BY
Stadt Wehlen;1829;SN
Stadtallendorf;35260;HE
Stadtbek Gem Bosau;24326;SH
Stadtbek Gem Seedorf;24326;SH
Stadtbekermühle;24326;SH
Stadtbergen;86391;BY
Stadthagen;31655;NI
Stadtilm;99326;TH
Stadtkyll;54589;RP
Stadtlauringen;97488;BY
Stadtlengsfeld;36457;TH
Stadtlohn;48703;NW
Stadtoldendorf;37627;NI
Stadtprozelten;97909;BY
Stadtroda;7646;TH
Stadtsteinach;95346;BY
Stadum;25917;SH
Staffelde;16766;BB
Staffelde;39596;ST
Staffhorst;27254;NI
Stafstedt;24816;SH
Stahlberg;67808;RP
Stahlhofen;56412;RP
Stahlhofen;56459;RP
